systems_impacted,num_files_changed,deployment_hour,deployment_day,engineer_experience,historical_failures,dependency_count,rollback_required,test_coverage,change_type,change_failed
8,7,14,Friday,3,5,0,1,98,Database,0
4,68,15,Saturday,2,5,5,0,90,Infrastructure,0
12,37,3,Thursday,10,5,11,1,41,Infrastructure,1
1,38,11,Friday,7,4,3,0,74,Network,0
7,96,16,Sunday,12,1,6,1,54,Infrastructure,0
3,11,0,Saturday,1,3,2,0,54,Infrastructure,0
14,1,21,Friday,9,0,2,0,83,Database,0
6,25,17,Tuesday,2,3,7,1,91,Application,0
2,42,21,Thursday,4,3,6,0,84,Network,0
9,52,15,Monday,8,1,4,1,94,Database,0
1,24,0,Sunday,11,2,2,1,73,Infrastructure,0
6,53,9,Saturday,3,3,0,1,89,Infrastructure,0
6,56,18,Friday,9,3,10,1,54,Infrastructure,1
5,63,15,Thursday,7,5,2,1,57,Network,0
13,81,13,Monday,10,4,8,0,52,Infrastructure,1
5,8,1,Thursday,12,1,0,1,77,Application,0
1,59,23,Saturday,12,4,4,1,47,Network,1
10,45,5,Tuesday,3,5,3,1,55,Network,1
12,27,21,Saturday,3,3,10,0,59,Infrastructure,1
5,52,22,Saturday,5,3,5,0,99,Network,0
2,18,4,Monday,5,0,1,0,65,Network,0
7,91,11,Monday,10,4,3,0,74,Application,0
3,86,3,Friday,5,5,8,1,96,Database,1
13,16,21,Wednesday,12,1,10,1,56,Application,1
4,66,23,Saturday,13,3,4,0,65,Database,0
3,5,3,Monday,9,0,7,0,57,Application,0
3,82,4,Saturday,9,0,1,0,83,Infrastructure,0
4,3,6,Saturday,6,2,11,0,46,Application,0
5,91,5,Monday,11,1,10,1,83,Network,0
1,81,12,Tuesday,11,0,8,0,74,Network,0
4,80,3,Tuesday,7,1,11,1,51,Network,1
12,70,12,Saturday,10,3,6,1,96,Infrastructure,1
12,7,3,Tuesday,8,2,6,0,86,Application,0
11,50,9,Saturday,9,5,1,1,88,Database,1
8,14,19,Friday,6,1,7,1,83,Application,0
10,38,0,Monday,8,5,8,0,80,Application,1
7,79,20,Saturday,2,2,9,1,93,Database,1
9,47,7,Tuesday,10,5,10,0,40,Application,1
5,33,6,Tuesday,8,1,11,0,64,Network,1
13,43,4,Thursday,13,5,4,0,55,Database,0
10,91,2,Thursday,11,1,2,1,96,Application,0
4,29,14,Sunday,2,4,2,1,100,Database,0
8,57,16,Tuesday,8,2,5,0,97,Database,0
9,5,22,Sunday,2,1,0,0,54,Infrastructure,0
13,93,12,Sunday,3,4,9,1,50,Database,1
7,96,14,Sunday,7,4,10,1,76,Database,1
14,60,18,Friday,11,2,8,0,78,Infrastructure,1
7,70,19,Wednesday,9,3,5,1,42,Infrastructure,0
5,2,13,Saturday,3,2,8,1,84,Network,0
4,70,20,Thursday,5,1,2,1,95,Network,0
14,43,12,Saturday,9,3,9,1,84,Database,1
10,4,11,Thursday,7,2,2,1,90,Infrastructure,0
1,56,23,Monday,14,2,9,0,81,Database,0
10,93,22,Monday,2,2,6,0,78,Database,0
10,59,8,Tuesday,5,2,6,0,59,Application,0
7,89,2,Monday,5,3,3,0,92,Database,0
1,9,10,Monday,9,1,10,0,62,Infrastructure,0
1,3,9,Wednesday,2,4,7,0,54,Application,0
5,90,0,Sunday,1,2,10,1,57,Application,1
13,48,16,Friday,4,4,1,1,91,Infrastructure,1
9,43,12,Tuesday,4,4,0,0,78,Network,0
6,91,13,Wednesday,1,4,0,1,74,Infrastructure,0
3,96,0,Tuesday,10,2,1,0,68,Application,0
13,1,1,Friday,7,2,10,0,59,Infrastructure,1
3,57,1,Tuesday,2,5,10,0,81,Infrastructure,1
7,53,6,Saturday,11,2,5,1,54,Network,0
6,16,8,Saturday,13,2,7,1,71,Database,0
9,51,23,Saturday,9,0,2,1,51,Infrastructure,0
6,75,3,Monday,7,1,11,1,87,Database,0
5,90,1,Friday,13,0,5,0,95,Infrastructure,0
10,55,18,Wednesday,13,5,7,1,90,Infrastructure,1
7,1,4,Wednesday,12,3,8,1,51,Network,1
1,90,8,Thursday,12,0,7,1,64,Infrastructure,0
12,28,23,Wednesday,14,0,6,0,92,Network,0
7,53,12,Sunday,7,0,3,0,73,Infrastructure,0
3,58,11,Saturday,1,1,2,1,47,Application,0
14,73,18,Sunday,14,4,6,1,97,Application,1
9,60,8,Sunday,9,3,0,1,63,Network,0
6,59,9,Saturday,10,3,6,0,84,Infrastructure,0
9,22,18,Thursday,9,1,5,1,100,Application,0
13,8,9,Monday,2,5,2,0,40,Infrastructure,1
5,49,11,Wednesday,10,0,2,0,64,Network,0
7,42,13,Friday,9,4,1,1,73,Infrastructure,0
13,27,7,Thursday,2,2,0,0,53,Database,0
14,39,15,Wednesday,13,1,10,1,75,Network,1
4,83,16,Monday,2,5,4,1,45,Network,0
7,25,19,Sunday,13,4,6,1,84,Database,0
13,38,3,Friday,13,5,6,1,48,Infrastructure,1
1,85,5,Friday,13,1,5,0,87,Application,0
7,24,11,Sunday,8,1,10,1,40,Network,1
8,24,17,Monday,3,2,9,1,48,Network,1
5,60,6,Wednesday,14,5,5,0,63,Application,0
2,83,4,Sunday,3,4,10,0,99,Infrastructure,0
5,50,9,Tuesday,7,5,6,1,78,Application,1
6,66,5,Wednesday,10,5,7,0,57,Infrastructure,1
12,14,13,Sunday,6,0,4,1,87,Database,0
2,53,5,Sunday,7,5,0,1,78,Application,0
14,32,13,Thursday,6,4,6,1,57,Network,1
6,96,11,Thursday,14,4,1,0,80,Application,0
6,92,21,Wednesday,9,0,10,1,67,Network,0
1,48,11,Saturday,2,2,4,0,91,Database,0
14,39,7,Thursday,8,4,6,0,41,Infrastructure,1
1,40,9,Tuesday,11,5,6,1,76,Network,0
14,42,15,Saturday,6,5,8,1,80,Application,1
11,77,19,Tuesday,14,0,4,1,75,Database,0
10,76,7,Friday,4,1,5,0,87,Network,0
3,8,8,Thursday,6,1,9,0,92,Application,0
14,79,12,Sunday,6,0,11,1,63,Database,1
10,26,19,Saturday,12,1,10,0,74,Application,0
10,12,16,Wednesday,10,4,5,0,45,Infrastructure,0
12,43,18,Saturday,3,0,0,0,56,Network,0
3,51,16,Sunday,8,5,9,1,69,Application,1
4,91,6,Friday,5,4,6,1,90,Database,0
2,82,0,Tuesday,11,3,9,0,47,Infrastructure,0
9,63,19,Friday,10,2,6,0,81,Application,0
10,49,13,Monday,11,5,3,1,49,Network,1
12,27,16,Thursday,4,5,3,0,55,Database,1
11,9,12,Wednesday,14,2,10,0,77,Database,1
14,39,1,Tuesday,14,2,5,1,65,Infrastructure,1
7,65,13,Friday,13,0,2,1,70,Application,0
7,71,0,Wednesday,2,3,9,1,91,Infrastructure,0
6,90,4,Thursday,14,2,5,0,99,Database,0
3,71,6,Sunday,10,4,10,1,47,Network,1
6,7,18,Wednesday,1,5,10,0,100,Database,1
14,72,13,Thursday,13,2,3,1,74,Application,1
12,80,23,Thursday,7,3,9,1,73,Database,1
8,67,13,Thursday,10,4,7,1,49,Network,1
8,10,14,Friday,11,4,4,1,79,Network,0
11,71,4,Sunday,3,0,7,1,83,Infrastructure,0
13,85,4,Thursday,3,0,8,1,91,Database,1
9,53,20,Wednesday,3,1,3,0,51,Application,0
1,95,23,Sunday,10,3,0,1,80,Network,0
14,87,1,Monday,12,4,9,0,66,Network,1
1,57,17,Wednesday,13,3,6,1,58,Application,0
3,91,23,Friday,3,2,6,0,96,Database,0
3,86,8,Thursday,2,5,4,0,65,Network,0
10,27,9,Sunday,6,2,4,0,93,Infrastructure,0
8,54,17,Monday,14,5,0,1,54,Network,0
10,4,3,Friday,10,1,2,0,70,Application,0
1,88,7,Tuesday,3,4,0,1,85,Database,0
13,23,17,Tuesday,1,5,6,0,76,Network,1
2,48,19,Tuesday,10,4,4,1,100,Network,0
2,83,16,Monday,13,5,11,0,57,Database,1
3,42,15,Sunday,13,1,3,0,68,Database,0
13,3,17,Wednesday,9,2,6,1,83,Infrastructure,1
6,91,6,Monday,6,4,8,0,66,Network,1
1,3,0,Sunday,6,5,5,0,77,Infrastructure,0
2,28,0,Monday,10,3,8,0,59,Infrastructure,0
13,63,17,Sunday,9,4,5,0,60,Application,1
13,81,3,Monday,2,5,9,1,68,Network,1
1,31,22,Tuesday,10,5,8,0,82,Database,0
5,10,19,Saturday,9,2,5,1,54,Infrastructure,0
13,49,20,Sunday,14,4,8,1,61,Application,1
13,86,19,Sunday,12,4,2,0,62,Application,0
7,94,3,Sunday,3,0,4,0,43,Network,0
8,21,5,Wednesday,3,5,10,1,98,Application,1
10,53,2,Saturday,3,4,4,0,63,Application,0
1,87,5,Saturday,1,5,9,0,53,Network,0
7,76,12,Monday,10,1,7,1,76,Infrastructure,0
13,89,22,Wednesday,7,1,10,1,94,Application,1
5,54,6,Saturday,10,3,10,0,93,Infrastructure,0
10,57,23,Thursday,13,4,6,0,98,Infrastructure,1
1,20,3,Monday,7,3,1,0,98,Infrastructure,0
3,49,0,Monday,2,2,10,0,60,Database,0
7,7,5,Monday,6,5,1,1,94,Network,0
10,29,23,Thursday,4,2,6,1,82,Network,1
1,48,4,Thursday,11,0,9,0,91,Infrastructure,0
7,93,12,Tuesday,7,0,11,1,78,Application,0
5,13,18,Friday,14,4,9,1,52,Database,1
1,3,3,Wednesday,14,4,3,1,58,Database,0
1,2,23,Friday,7,3,5,0,95,Network,0
14,16,5,Monday,4,3,8,1,65,Database,1
1,94,12,Saturday,3,4,9,0,75,Infrastructure,0
11,6,4,Monday,7,4,10,1,91,Infrastructure,1
9,45,12,Saturday,9,0,3,1,83,Network,0
11,71,9,Tuesday,4,0,6,0,85,Network,0
13,5,2,Sunday,6,0,8,0,72,Database,0
3,56,22,Friday,7,4,0,0,79,Application,0
13,71,12,Sunday,10,3,9,0,55,Database,1
5,98,11,Sunday,3,1,10,0,92,Network,0
11,32,3,Monday,5,1,1,0,96,Infrastructure,0
10,49,9,Friday,12,3,8,0,58,Infrastructure,1
12,13,2,Tuesday,14,3,4,1,76,Application,0
9,30,16,Friday,1,3,3,1,53,Application,1
6,25,8,Saturday,6,0,6,1,83,Database,0
12,85,0,Wednesday,5,2,4,0,83,Infrastructure,0
9,60,17,Sunday,7,4,0,1,69,Database,0
8,59,8,Tuesday,9,0,8,0,70,Application,0
8,85,20,Friday,11,1,7,1,59,Network,1
1,28,19,Monday,4,4,2,0,83,Database,0
13,58,8,Thursday,9,3,9,0,82,Database,1
9,20,1,Thursday,13,5,2,0,86,Infrastructure,0
6,34,18,Tuesday,6,1,2,1,46,Infrastructure,0
9,5,15,Thursday,5,3,6,1,81,Infrastructure,0
3,82,2,Wednesday,2,5,1,1,76,Database,0
12,60,15,Tuesday,1,3,8,0,86,Infrastructure,1
3,43,20,Monday,8,3,3,1,41,Infrastructure,0
6,57,12,Monday,12,4,6,1,61,Application,0
9,57,2,Tuesday,12,1,7,1,52,Infrastructure,1
7,75,9,Thursday,6,1,4,1,85,Network,0
14,54,21,Thursday,14,3,7,0,91,Application,1
13,81,17,Monday,7,0,3,0,77,Database,0
3,45,5,Wednesday,6,2,9,0,70,Database,0
3,86,5,Saturday,10,5,1,1,40,Infrastructure,0
2,37,17,Thursday,13,0,2,0,86,Network,0
9,84,5,Wednesday,14,4,5,0,82,Application,0
13,48,5,Sunday,7,5,9,0,52,Infrastructure,1
3,54,21,Thursday,9,2,5,1,99,Application,0
11,48,12,Saturday,14,0,11,0,56,Infrastructure,0
5,6,13,Tuesday,5,5,11,1,43,Application,1
14,34,20,Friday,1,1,11,0,94,Application,1
14,63,6,Monday,1,0,6,1,82,Database,1
9,78,12,Tuesday,9,3,11,0,70,Application,1
8,48,14,Thursday,5,4,10,1,94,Network,1
2,23,11,Saturday,14,0,3,1,72,Database,0
3,84,20,Monday,13,5,7,1,53,Infrastructure,1
2,13,0,Friday,13,0,7,1,60,Infrastructure,0
8,47,2,Friday,11,5,10,1,61,Application,1
6,44,17,Saturday,13,2,6,0,44,Database,0
6,32,21,Saturday,2,3,2,1,94,Database,0
12,26,7,Thursday,3,2,2,0,93,Infrastructure,0
9,53,1,Monday,1,4,1,1,92,Network,0
8,14,3,Sunday,6,4,10,0,76,Network,1
4,52,17,Sunday,12,5,6,0,71,Database,0
12,36,12,Thursday,6,3,5,0,96,Database,0
4,8,14,Friday,3,2,11,1,42,Infrastructure,1
9,40,1,Tuesday,3,3,6,0,80,Database,0
1,86,9,Tuesday,7,2,1,1,52,Infrastructure,0
13,22,1,Wednesday,1,5,3,1,50,Network,1
2,16,20,Friday,5,5,0,0,89,Database,0
2,91,11,Sunday,13,5,1,1,81,Network,0
13,60,4,Sunday,3,1,6,0,94,Network,0
13,60,11,Friday,5,3,4,1,77,Application,1
6,10,22,Thursday,11,4,9,0,63,Infrastructure,1
4,25,0,Wednesday,14,2,2,1,48,Infrastructure,0
13,31,1,Saturday,4,1,1,0,52,Infrastructure,0
11,21,15,Wednesday,6,4,2,1,61,Application,1
10,91,21,Monday,12,2,3,1,57,Infrastructure,0
13,81,1,Thursday,9,1,9,0,49,Application,1
3,33,15,Saturday,2,4,9,1,86,Database,1
3,31,19,Saturday,10,4,4,1,51,Application,0
3,90,15,Sunday,8,1,7,1,91,Network,0
6,21,5,Tuesday,14,4,8,1,69,Infrastructure,1
14,36,12,Monday,13,2,1,0,86,Application,0
8,65,11,Wednesday,2,2,11,1,85,Application,1
11,4,22,Tuesday,4,4,2,0,58,Application,1
7,68,9,Friday,9,0,3,0,58,Application,0
14,90,4,Thursday,4,5,6,1,92,Database,1
4,4,7,Wednesday,7,1,5,1,49,Database,0
11,9,5,Friday,11,0,5,0,40,Database,0
12,30,4,Saturday,5,2,9,0,96,Infrastructure,1
4,45,19,Sunday,13,4,6,1,91,Application,0
11,4,21,Wednesday,2,3,0,1,46,Database,0
10,69,5,Tuesday,8,3,7,1,94,Infrastructure,1
11,23,21,Monday,11,5,8,0,94,Network,1
11,16,16,Tuesday,10,0,1,0,50,Network,0
14,22,5,Thursday,10,0,0,1,92,Infrastructure,0
11,72,16,Sunday,2,0,3,0,43,Application,0
2,48,4,Thursday,3,2,10,1,75,Application,1
14,62,22,Wednesday,10,5,1,0,100,Network,1
1,97,16,Tuesday,7,5,5,0,60,Application,0
9,60,16,Monday,5,2,2,0,61,Application,0
12,80,12,Saturday,10,5,8,1,49,Application,1
12,5,21,Thursday,11,4,7,0,62,Application,1
2,80,6,Monday,3,2,6,0,44,Database,0
13,7,21,Friday,12,4,10,1,100,Database,1
8,51,20,Wednesday,2,4,6,1,87,Application,0
9,65,5,Monday,11,0,6,0,99,Infrastructure,0
4,9,13,Wednesday,6,3,4,0,51,Database,0
8,82,15,Friday,10,0,7,1,96,Application,0
9,45,2,Monday,1,2,3,1,69,Database,0
10,47,8,Sunday,8,1,4,0,96,Infrastructure,0
10,67,14,Monday,5,2,2,1,72,Infrastructure,0
5,24,20,Saturday,5,3,2,1,76,Database,0
13,92,17,Friday,14,2,1,1,57,Application,1
14,10,9,Sunday,2,3,4,1,43,Application,1
7,73,9,Sunday,7,1,11,0,66,Network,0
10,77,22,Tuesday,5,1,1,1,86,Application,0
4,48,2,Monday,8,5,9,1,62,Infrastructure,1
1,35,0,Saturday,5,4,3,1,97,Infrastructure,0
3,54,2,Monday,9,2,9,0,45,Infrastructure,0
5,87,4,Saturday,5,4,11,1,46,Network,1
3,81,6,Sunday,13,0,0,0,58,Network,0
12,71,2,Thursday,3,0,1,1,85,Network,0
13,16,3,Sunday,13,0,10,0,54,Infrastructure,1
11,53,16,Tuesday,2,5,0,0,92,Database,0
7,40,2,Monday,5,0,1,1,87,Application,0
12,20,22,Friday,10,0,3,0,61,Application,0
9,88,3,Wednesday,13,2,0,1,71,Database,0
12,69,1,Friday,10,4,5,0,54,Database,1
6,45,13,Tuesday,5,4,0,0,98,Application,0
13,6,4,Thursday,6,3,2,0,45,Application,1
10,92,20,Thursday,2,0,1,1,45,Network,0
1,69,1,Thursday,5,1,1,0,96,Network,0
7,49,14,Saturday,1,3,3,0,45,Database,0
3,39,10,Friday,3,3,8,0,51,Database,0
5,2,21,Wednesday,3,2,2,1,41,Infrastructure,0
10,39,9,Sunday,3,3,11,1,64,Database,1
4,21,19,Sunday,3,1,5,0,43,Database,0
10,40,0,Wednesday,8,4,11,0,94,Infrastructure,1
5,82,18,Sunday,1,3,10,1,45,Application,1
5,54,13,Saturday,6,2,9,1,96,Network,0
6,12,22,Monday,6,0,2,0,81,Infrastructure,0
14,81,21,Saturday,1,1,9,1,100,Database,1
10,37,13,Wednesday,13,0,4,1,90,Database,0
12,38,0,Wednesday,1,5,8,1,95,Application,1
10,15,8,Monday,3,3,2,0,76,Network,0
13,7,16,Friday,8,4,7,0,77,Network,1
13,78,13,Friday,6,2,5,0,53,Network,1
11,50,12,Tuesday,4,1,11,0,86,Network,1
6,65,12,Friday,5,4,7,0,58,Application,0
8,67,5,Thursday,10,1,1,1,90,Infrastructure,0
8,44,6,Thursday,14,2,8,1,46,Application,0
11,31,1,Tuesday,3,2,0,0,93,Database,0
9,43,7,Wednesday,14,3,2,1,57,Application,0
8,77,23,Tuesday,11,1,3,1,97,Database,0
13,48,5,Monday,11,5,5,1,100,Application,1
11,82,2,Tuesday,6,5,10,1,83,Network,1
2,81,17,Tuesday,6,3,3,0,47,Network,0
14,81,17,Saturday,6,1,10,1,67,Infrastructure,1
14,61,21,Thursday,9,1,1,0,60,Network,0
12,75,22,Monday,14,0,2,1,94,Application,0
10,84,5,Saturday,10,3,2,1,74,Database,0
12,10,10,Monday,13,1,5,1,86,Infrastructure,0
11,29,2,Tuesday,11,1,4,0,49,Infrastructure,0
1,48,15,Saturday,8,2,4,0,92,Application,0
10,98,4,Saturday,6,0,10,1,67,Application,1
2,81,23,Monday,2,5,3,1,58,Network,0
2,62,21,Monday,4,5,3,1,83,Network,0
12,13,1,Friday,6,2,8,0,74,Network,1
3,44,14,Sunday,9,3,6,0,67,Infrastructure,0
10,47,15,Monday,11,5,11,0,85,Infrastructure,1
7,64,6,Saturday,2,3,7,1,88,Database,0
2,91,15,Wednesday,6,1,3,1,98,Infrastructure,0
14,53,23,Monday,10,4,10,0,42,Network,1
1,90,3,Thursday,11,2,2,0,78,Infrastructure,0
14,92,15,Friday,10,3,0,0,66,Infrastructure,1
6,77,16,Thursday,10,1,8,1,96,Infrastructure,0
9,76,1,Sunday,7,1,8,1,56,Database,1
3,44,15,Thursday,14,2,1,1,54,Infrastructure,0
6,28,3,Wednesday,14,5,3,0,91,Database,0
3,2,6,Friday,8,1,3,0,81,Infrastructure,0
14,57,17,Sunday,13,0,11,1,78,Database,1
13,57,5,Tuesday,9,5,0,1,61,Network,0
1,34,17,Saturday,5,4,11,1,59,Database,1
14,87,6,Saturday,9,2,1,1,66,Application,1
13,58,1,Monday,9,2,7,1,74,Database,1
12,52,18,Saturday,13,2,5,1,93,Database,1
5,29,8,Wednesday,11,1,0,0,86,Network,0
10,35,3,Saturday,7,1,6,0,91,Database,0
14,75,13,Wednesday,2,2,10,0,44,Network,1
13,48,4,Tuesday,8,2,6,0,41,Network,1
11,33,6,Wednesday,12,0,5,1,80,Network,0
4,75,7,Tuesday,5,3,10,0,89,Application,0
7,73,14,Tuesday,13,5,7,0,84,Database,0
6,78,18,Tuesday,11,5,10,0,59,Application,1
10,9,10,Wednesday,8,0,11,1,95,Network,1
7,48,19,Sunday,2,2,4,0,46,Database,0
5,67,22,Tuesday,14,1,1,0,75,Network,0
4,93,3,Sunday,7,1,3,1,47,Database,0
7,83,17,Wednesday,5,2,10,1,66,Database,1
7,36,13,Friday,4,3,7,1,45,Database,1
6,96,5,Tuesday,10,4,7,0,63,Infrastructure,1
8,71,15,Wednesday,13,4,11,0,75,Infrastructure,1
4,92,17,Wednesday,6,0,4,1,44,Infrastructure,0
10,44,0,Sunday,5,5,5,0,59,Database,1
5,82,7,Wednesday,6,3,8,0,94,Network,0
4,60,0,Monday,9,4,9,0,59,Network,0
12,63,0,Sunday,1,3,9,0,92,Infrastructure,1
1,5,18,Sunday,13,1,9,1,80,Application,0
12,87,20,Monday,11,1,10,0,79,Database,0
8,86,9,Tuesday,1,3,10,1,73,Network,1
1,90,17,Saturday,13,2,1,0,78,Network,0
5,76,11,Friday,6,4,4,1,99,Infrastructure,0
6,40,16,Saturday,2,4,8,0,89,Application,0
6,19,0,Tuesday,8,1,2,0,49,Application,0
13,47,7,Thursday,7,5,5,0,42,Database,1
5,65,9,Thursday,6,0,3,1,88,Network,0
3,67,9,Friday,4,4,3,0,73,Database,0
5,91,17,Sunday,9,1,2,1,74,Application,0
12,18,8,Friday,7,1,9,0,76,Application,0
8,50,1,Friday,7,3,0,0,84,Database,0
14,30,2,Monday,5,3,11,0,84,Application,1
2,66,1,Monday,1,5,10,1,77,Infrastructure,1
6,5,5,Thursday,14,3,7,1,85,Infrastructure,0
9,93,22,Friday,14,0,4,1,62,Application,0
8,97,11,Wednesday,2,4,1,0,76,Network,0
14,42,21,Saturday,8,0,0,0,60,Application,0
11,84,18,Thursday,11,0,0,0,66,Database,0
8,94,14,Friday,5,3,3,1,95,Network,0
8,5,18,Wednesday,2,5,3,1,40,Infrastructure,1
13,50,11,Friday,12,1,5,0,48,Infrastructure,0
7,85,17,Sunday,5,2,10,0,42,Infrastructure,1
8,58,15,Tuesday,8,1,6,1,98,Infrastructure,0
13,79,1,Wednesday,4,1,0,1,77,Infrastructure,0
6,84,10,Sunday,3,1,9,0,75,Network,0
2,8,11,Saturday,5,1,1,1,73,Infrastructure,0
2,31,4,Tuesday,13,0,2,1,69,Network,0
8,12,23,Sunday,7,3,8,1,70,Database,1
11,21,5,Monday,2,3,3,1,69,Application,0
1,94,10,Thursday,1,1,5,1,55,Network,0
6,62,20,Friday,13,2,1,0,68,Infrastructure,0
13,91,9,Thursday,11,4,10,0,45,Database,1
6,90,3,Saturday,5,1,1,1,53,Database,0
11,33,8,Friday,13,1,1,0,49,Application,0
4,26,11,Tuesday,13,2,10,1,63,Application,0
12,90,9,Wednesday,7,0,4,0,75,Network,0
11,40,13,Wednesday,13,1,8,0,63,Network,0
13,65,4,Friday,8,2,5,0,46,Application,1
11,59,0,Tuesday,11,0,8,1,88,Application,0
13,15,4,Friday,8,0,5,0,76,Application,0
10,1,15,Friday,10,5,8,0,85,Database,1
3,11,4,Sunday,9,5,4,1,87,Application,0
13,55,4,Friday,11,5,10,0,79,Database,1
11,2,17,Wednesday,11,1,11,0,87,Infrastructure,1
3,65,5,Saturday,12,0,0,1,77,Infrastructure,0
13,95,20,Friday,1,1,5,0,64,Network,0
13,44,17,Wednesday,7,1,3,1,82,Network,0
1,16,9,Monday,10,3,8,1,94,Application,0
3,22,14,Tuesday,8,4,5,1,73,Network,0
4,18,23,Monday,6,4,0,1,40,Infrastructure,0
11,47,21,Friday,10,3,5,0,67,Network,1
11,81,10,Wednesday,14,1,2,1,80,Database,0
5,30,18,Tuesday,12,2,2,0,68,Network,0
3,10,12,Thursday,4,0,6,1,71,Infrastructure,0
6,99,19,Tuesday,7,3,1,1,44,Infrastructure,0
11,58,2,Tuesday,3,5,8,0,73,Infrastructure,1
14,62,15,Friday,2,3,8,1,98,Infrastructure,1
12,85,6,Sunday,6,3,6,1,85,Database,1
5,80,11,Monday,2,3,8,1,100,Network,0
3,6,14,Monday,6,4,10,1,91,Infrastructure,1
6,67,7,Thursday,10,1,5,0,65,Network,0
6,41,22,Friday,3,3,8,1,52,Application,1
14,43,16,Tuesday,14,3,9,0,51,Database,1
8,85,0,Sunday,2,3,1,1,61,Application,0
2,77,20,Saturday,13,2,4,1,48,Database,0
1,18,7,Monday,8,2,10,0,95,Infrastructure,0
4,58,13,Monday,4,0,5,0,45,Network,0
7,60,9,Wednesday,12,1,11,0,75,Database,1
11,88,18,Tuesday,14,3,5,1,49,Application,0
10,27,7,Friday,4,0,10,1,76,Application,1
3,68,18,Monday,7,5,3,0,98,Network,0
3,22,3,Sunday,8,0,3,1,98,Database,0
5,24,9,Friday,12,5,4,1,71,Application,1
5,40,22,Tuesday,13,5,5,0,43,Application,1
13,74,2,Tuesday,9,1,11,0,91,Database,1
10,66,3,Monday,10,2,7,0,95,Infrastructure,0
3,40,15,Thursday,8,1,11,1,43,Infrastructure,0
9,6,23,Friday,14,0,9,0,52,Network,1
4,18,3,Friday,4,5,0,0,55,Infrastructure,0
13,81,19,Wednesday,2,1,7,1,82,Network,1
13,87,19,Sunday,10,2,1,0,90,Application,0
3,30,12,Tuesday,5,0,10,1,89,Application,0
11,21,20,Tuesday,7,1,6,0,65,Infrastructure,0
2,62,16,Monday,2,3,3,0,72,Database,0
10,10,22,Monday,4,3,7,1,92,Infrastructure,1
13,13,15,Monday,6,1,5,0,43,Network,0
11,76,16,Wednesday,8,1,4,0,65,Network,0
9,9,5,Sunday,10,5,9,0,48,Database,1
4,68,2,Thursday,13,5,9,1,80,Application,1
3,39,19,Monday,6,2,4,1,50,Application,0
7,24,23,Monday,6,0,3,0,44,Infrastructure,0
8,34,3,Saturday,6,1,2,1,92,Network,0
11,61,7,Sunday,4,0,2,1,77,Network,0
14,41,19,Monday,13,3,2,1,91,Database,0
2,5,8,Wednesday,3,0,6,1,71,Database,0
7,79,21,Friday,1,4,7,0,68,Infrastructure,1
12,50,0,Thursday,2,2,7,0,77,Database,1
5,4,12,Friday,2,2,1,0,79,Application,0
11,51,1,Saturday,10,0,2,0,67,Database,0
5,52,22,Tuesday,7,2,1,1,92,Network,0
3,39,9,Tuesday,11,0,5,0,63,Network,0
5,8,22,Monday,14,0,10,0,95,Network,0
12,45,18,Saturday,6,3,2,0,58,Network,0
2,88,16,Friday,8,0,5,0,93,Application,0
4,28,23,Wednesday,9,2,3,0,40,Infrastructure,0
6,27,12,Thursday,5,4,11,0,44,Database,1
1,65,13,Sunday,11,1,9,1,62,Infrastructure,0
10,34,10,Friday,3,2,9,1,92,Infrastructure,1
4,81,9,Saturday,4,4,5,0,58,Database,0
6,62,6,Saturday,14,2,2,0,41,Network,0
9,62,9,Sunday,11,4,4,0,99,Network,0
14,38,23,Friday,8,2,7,1,87,Network,1
11,26,0,Thursday,3,1,2,1,41,Database,0
11,24,13,Friday,2,3,8,0,48,Database,1
13,39,2,Friday,7,3,8,0,57,Network,1
2,21,12,Thursday,14,1,6,1,55,Application,0
11,94,1,Wednesday,4,2,7,0,78,Infrastructure,0
7,47,16,Sunday,13,4,8,0,48,Application,1
6,48,20,Saturday,8,0,0,1,83,Infrastructure,0
2,13,2,Thursday,1,2,6,1,90,Infrastructure,0
8,3,14,Monday,8,1,9,1,62,Application,0
7,32,7,Monday,5,5,2,0,72,Infrastructure,0
11,35,5,Monday,12,3,5,1,99,Application,0
5,19,8,Monday,2,3,8,1,77,Network,0
12,14,10,Sunday,1,2,11,0,98,Database,1
5,48,21,Tuesday,13,4,9,1,73,Infrastructure,0
7,86,1,Wednesday,6,1,10,1,65,Application,1
9,81,8,Tuesday,14,1,7,1,56,Database,1
11,68,17,Friday,9,4,1,0,92,Infrastructure,0
9,45,18,Friday,9,4,3,0,53,Infrastructure,1
9,19,21,Thursday,9,2,10,1,52,Infrastructure,1
6,64,17,Monday,11,2,4,0,61,Infrastructure,0
10,66,4,Thursday,4,5,9,0,82,Database,1
6,79,17,Friday,6,3,5,0,87,Infrastructure,0
3,66,11,Monday,14,3,6,1,57,Infrastructure,0
1,75,3,Sunday,12,4,10,0,59,Database,0
7,45,14,Saturday,10,0,3,0,69,Database,0
4,87,10,Wednesday,6,0,3,0,74,Infrastructure,0
1,74,18,Friday,5,0,4,1,72,Database,0
8,67,4,Saturday,2,1,8,0,85,Database,0
12,69,5,Thursday,7,2,8,0,56,Application,1
6,3,12,Saturday,13,4,0,0,74,Database,0
6,38,22,Thursday,1,3,4,0,51,Network,0
2,77,9,Friday,6,0,4,1,41,Application,0
